Query,Expected Answer,Context
What is the operational clinical definition of asthma according to global management guidelines?,"Asthma is a heterogeneous disease, usually characterized by chronic airway inflammation. It is defined by the history of respiratory symptoms such as wheeze, shortness of breath, chest tightness, and cough that vary over time and in intensity, together with variable expiratory airflow limitation.","[GINA Asthma WMS.pdf, p. 26] Asthma is a heterogeneous disease, usually characterized by chronic airway inflammation. It is defined by the history of respiratory symptoms, such as wheeze, shortness of breath, chest tightness and cough, that vary over time and vary in intensity, together with variable expiratory airflow. Airflow limitation may later become persistent. Asthma is usually associated with airway hyperresponsivenes... | [GINA Asthma WMS.pdf, p. 27] asthma that may be life-threatening and place a significant burden on patients and the community. Most asthma deaths occur in low- and middle-income countries.4 Asthma is usually associated with airway hyperresponsiveness to direct or indirect stimuli, and with chronic airway inflammation. These features usually persist, even when symptoms are absent or lung function is normal, but may normalize w... | [WHO asthma.pdf, p. 19] 1. Introduction | [WHO asthma.pdf, p. 20] asthma and other chronic airway diseases. Although these conditions differ in their underlying pathophysiology and natural history, they often present with similar clinical features, including wheeze, tachypnoea, chest indrawing and varying degrees of hypoxaemia, particularly during acute episodes. Bronchiolitis typically affects infants in the first 2 years of life, with the highest incidence occ... | [WHO asthma.pdf, p. 25] Management of asthma in children and adolescents..."
What steps must be taken before considering a step-down in asthma controller treatment?,"Before stepping down, confirm: (1) asthma symptoms have been well-controlled for at least 3 months, (2) lung function is stable, (3) modifiable risk factors and inhaler technique have been addressed, and (4) an updated written action plan is provided. Step down by reducing ICS dose by 25–50% at 2–3 month intervals.","[GINA Asthma WMS.pdf, p. 111] Stepping up asthma treatment Asthma is a variable condition, and adjustments of controller treatment by the clinician and/or the patient may be needed.464 Day-to-day adjustment using an anti-inflammatory reliever (AIR) For patients whose reliever inhaler is combination budesonide-formoterol or beclometasone-formoterol (with or without maintenance ICS-formoterol), the patient adjusts the number of ... | [GINA Asthma WMS.pdf, p. 112] 4. Medications (adults, adolescents and children 6–11 years) 111 Stepping down treatment when asthma is well controlled Once good asthma control has been achieved and maintained for 2–3 months and lung function has reached a plateau, treatment can often be successfully reduced, without loss of asthma control. The aims of stepping down are: • To find the patient’s minimum effective treatment, i.e.,... | [GINA Asthma WMS.pdf, p. 113] stepping down treatment in adults and adolescents once asthma is well controlled General principles of stepping down asthma treatment (adults and adolescents): • Consider stepping down when asthma symptoms have been well controlled and lung function has been stable for at least 3 months (Evidence D). If the patient has risk factors for exacerbations (Box 2-2, p.41), for example a history of exacer... | [WHO asthma.pdf, p. 28] treatment with oral corticosteroids, for example, prednisolone or dexamethasone is advised. Administration of corticosteroids significantly reduces the need for hospital admission when given within 1 hour of presentation for emergency care and reduces relapse of symptoms (26, 27). In patients who are not able to tolerate oral medication, the intravenous (IV) or intramuscular (IM) route can be cons... | [GINA Asthma WMS.pdf, p. 114] 4. Medications (adults, adolescents and children 6–11 years) 113 Other strategies for adjusting asthma treatment Some alternative strategies for adjusting asthma maintenance ICS-containing treatment have been evaluated: • Treatment guided by sputum eosinophil count: in adults with frequent exacerbations and moderate-severe asthma, this approach leads to a reduced risk of exacerbations and similar ..."
"What are the major classes of inhaled medications used in asthma, and what are their pharmacological mechanisms?","1. Inhaled Corticosteroids (ICS, e.g., budesonide, fluticasone): potent anti-inflammatory agents reducing mucosal edema and eosinophilia. 2. Short-Acting Beta-2 Agonists (SABA, e.g., salbutamol): rapid bronchodilators relaxing smooth muscle. 3. Long-Acting Beta-2 Agonists (LABA, e.g., formoterol, salmeterol): sustained bronchodilation. 4. Long-Acting Muscarinic Antagonists (LAMA, e.g., tiotropium): anticholinergic bronchodilation.","[GINA Asthma WMS.pdf, p. 74] 4. Medications (adults, adolescents, children 6–11 years) 73 4. Medications and treatment regimens for adults, adolescents and children 6–11 years KEY POINTS For safety, GINA does not recommend treatment of asthma in adults, adolescents or children 6–11 years with short- acting beta2-agonist (SABA) alone. Instead, they should receive inhaled corticosteroid (ICS)-containing treatment to reduce thei... | [GINA Asthma WMS.pdf, p. 75] ICS-SABA substantially reduced the risk of severe exacerbations compared with SABA reliever. If combination ICS-SABA is not available, the patient can be prescribed ICS to be taken whenever they use their SABA reliever, but evidence supporting this treatment option is limited to small studies that were not powered to detect differences in exacerbation rates. Steps 1 and 2 for children 6–11 years S... | [GINA Asthma WMS.pdf, p. 244] SABA as reliever, with similar symptom control. In adults and adolescents with mild asthma, as-needed-only ICS-formoterol reduces emergency visits/hospitalizations by 65%, compared with SABA alone, and by 37% when compared with daily ICS plus as-needed SABA. In children 5–15 years, as-needed-only low-dose budesonide- formoterol reliever reduced exacerbations compared with as-needed SABA. MART with... | [GINA Asthma WMS.pdf, p. 245] 244 Appendix B. Medication classes salbutamol delivered dose 80/90 mcg (metered dose 100/100 mcg), 2 inhalations taken as needed for symptom relief, reduced the risk of severe exacerbations compared with using a salbutamol reliever, and reduced the need for OCS. In adults with moderate-severe asthma taking maintenance ICS or ICS-LABA, budesonide-salbutamol delivered dose 80/90 mcg (metered dose 10... | [WHO asthma.pdf, p. 28] inhaled bronchodilators and systemic corticosteroids is referred to in this document as standard first-line therapy. 3.2 Long-term management of asthma The long-term management of asthma with inhaled bronchodilators and ICS has been standard practice for decades. However, evidence from large multi-centred RCTs, including mostly adults and older children, suggest that there should be changes in the..."
What is the recommended administration technique for a pressurized metered-dose inhaler (pMDI) with a spacer?,"1. Remove cap, shake inhaler. 2. Insert pMDI into spacer. 3. Exhale fully away from spacer. 4. Place mouthpiece in mouth, seal lips tightly. 5. Actuate 1 puff into spacer. 6. Breathe in slowly and deeply (or take 4–5 normal breaths for young children). 7. Hold breath for 10 seconds. 8. Rinse mouth if using ICS.","[GINA Asthma WMS.pdf, p. 118] inhaler for the patient’s asthma treatment: consider available devices, cost, the ability of the patient to use the inhaler after training, environmental impact, and patient satisfaction • Skills training to use inhaler devices effectively • Encouraging adherence to medications, appointments and other advice, within an agreed management strategy • Asthma information • Training in guided self-manag... | [GINA Asthma WMS.pdf, p. 119] 118 5. Self-management education and skills training SHARED DECISION-MAKING FOR CHOICE OF INHALER DEVICE Globally, multiple different devices are available for delivery of inhaled medication, including pMDIs, dry-powder inhalers (DPIs), mist inhalers and nebulizers, although the choice of inhaler device for each medication class in any country is often limited. Initiatives are underway to increase... | [WHO asthma.pdf, p. 28] For patients with moderate or severe symptoms, prompt treatment with oral corticosteroids, for example, prednisolone or dexamethasone is advised. Administration of corticosteroids significantly reduces the need for hospital admission when given within 1 hour of presentation for emergency care and reduces relapse of symptoms (26, 27). In patients who are not able to tolerate oral medication, the in... | [WHO asthma.pdf, p. 30] Inhaled or nebulized ipratropium bromide Background The inhaled anti-cholinergic, ipratropium bromide, is a quaternary ammonium derivative of atropine which reduces mucosal oedema and secretions and relieves cholinergic bronchomotor tone, resulting in bronchodilation. It is commonly used for the relief of bronchoconstriction due to limited absorption from the airways and minimal systemic effects (... | [GINA Asthma WMS.pdf, p. 120] for the patient before prescribing. Consider the preferred medication (Box 4-6, p.83 and Box 4-12, p.104), available devices, patient skills, environmental impact and cost (see Box 5-1, p.118). • If different options are available, encourage the patient to participate in the choice. • For pMDIs, use of a spacer improves delivery and (with ICS) reduces the potential for side-effects. • Ensure that ..."
What factors should healthcare providers consider when selecting an inhaler device for an individual patient?,"Device selection depends on: patient age, physical capability (inspiratory flow rate for DPIs vs. coordination for pMDI), availability, cost, patient preference, and minimizing the number of different device types for a single patient to avoid technique errors.","[GINA Asthma WMS.pdf, p. 119] 118 5. Self-management education and skills training SHARED DECISION-MAKING FOR CHOICE OF INHALER DEVICE Globally, multiple different devices are available for delivery of inhaled medication, including pMDIs, dry-powder inhalers (DPIs), mist inhalers and nebulizers, although the choice of inhaler device for each medication class in any country is often limited. Initiatives are underway to increase... | [GINA Asthma WMS.pdf, p. 120] 5. Self-management education and skills training 119 Box 5-2. Choice and effective use of inhaler devices CHOOSE • Choose the most appropriate inhaler device for the patient before prescribing. Consider the preferred medication (Box 4-6, p.83 and Box 4-12, p.104), available devices, patient skills, environmental impact and cost (see Box 5-1, p.118). • If different options are available, encourage ... | [WHO asthma.pdf, p. 28] For patients with moderate or severe symptoms, prompt treatment with oral corticosteroids, for example, prednisolone or dexamethasone is advised. Administration of corticosteroids significantly reduces the need for hospital admission when given within 1 hour of presentation for emergency care and reduces relapse of symptoms (26, 27). In patients who are not able to tolerate oral medication, the in... | [WHO asthma.pdf, p. 30] 4.1 Additional treatment to standard first-line therapy for paediatric asthma exacerbations 4.1.2 Inhaled or nebulized ipratropium bromide Background The inhaled anti-cholinergic, ipratropium bromide, is a quaternary ammonium derivative of atropine which reduces mucosal oedema and secretions and relieves cholinergic bronchomotor tone, resulting in bronchodilation. It is commonly used for the relie... | [GINA Asthma WMS.pdf, p. 121] avoid prescribing a pMDI and DPI for the same patient. Incorrect inhaler technique increases risk of severe asthma exacerbations. For DPIs, a strong inhalation is required. For pMDI and spacer, the preferred technique is with a single slow inhalation and breath-hold, but if the patient is breathless during an exacerbation, tidal breathing may be preferable, with 5–6 breaths in and out of spacer af..."
What evidence-based strategies can improve patient adherence to regular inhaled corticosteroid (ICS) controller therapy?,"Strategies include: patient education about asthma as a chronic inflammatory disease, shared decision-making, prescribing once-daily or combination MART regimens (ICS-formoterol), addressing fears about steroid side-effects, establishing daily routine cues, and electronic dose reminders.","[GINA Asthma WMS.pdf, p. 121] adherence and increase the risk of exacerbations. • Is the patient satisfied with the medication and inhaler? The best inhaler for each patient is likely to be the one that they prefer and can use correctly, as this promotes adherence and reduces risk of exacerbations and adverse effects. In follow-up, review symptom control, asthma exacerbations and adverse events, and check the patient’s ability... | [GINA Asthma WMS.pdf, p. 122] interventions Shared decision-making for medication/dose choice219,222 Inhaler reminders, either proactively or for missed doses538-540 Prescribing low-dose ICS once-daily versus twice-daily541 Home visits for a comprehensive asthma program by an asthma nurse542 Electronic monitoring of adherence with feedback to patients.543 In a systematic review, multidisciplinary care involving one-to-one advi... | [WHO asthma.pdf, p. 28] For patients with moderate or severe symptoms, prompt treatment with oral corticosteroids, for example, prednisolone or dexamethasone is advised. Administration of corticosteroids significantly reduces the need for hospital admission when given within 1 hour of presentation for emergency care and reduces relapse of symptoms (26, 27). In patients who are not able to tolerate oral medication, the in... | [GINA Asthma WMS.pdf, p. 123] 122 5. Self-management education and skills training • In a study of children at high risk for poor asthma outcomes, home visits for a comprehensive asthma program by an asthma nurse led to improved adherence and reduced OCS courses over the following several months.542 • In a primary care clinical trial providing adherence information to clinicians did not improve ICS use among patients with asth... | [WHO asthma.pdf, p. 78] 8. Dissemination, adaptation, implementation and update of the guideline"
How are acute asthma exacerbations categorized into mild/moderate versus severe or life-threatening in primary care?,"Mild/Moderate: talks in phrases, prefers sitting, not agitated, pulse 100–120 bpm, O2 sat 90–95%, PEF > 50%. Severe: talks in words, sits hunched, agitated, RR > 30/min, use of accessory muscles, pulse > 120 bpm, O2 sat < 90%, PEF <= 50%. Life-threatening: silent chest, cyanosis, confusion, bradycardia.","[GINA Asthma WMS.pdf, p. 171] primary care or acute care facility Assess exacerbation severity from the degree of dyspnea, respiratory rate, oxygen saturation and lung function (usually PEF), while starting SABA and oxygen therapy if needed. Objective measurement of the severity of airflow limitation is strongly recommended. If the patient presents with features of anaphylaxis as well as asthma, give epinephrine (adrenaline) f... | [GINA Asthma WMS.pdf, p. 179] mild, moderate, severe and life- threatening presentations. If the patient shows signs of a severe or life-threatening exacerbation, treatment with bronchodilators, controlled oxygen and systemic corticosteroids should be initiated while arranging for the patient’s urgent transfer to an acute care facility where monitoring and expertise are more readily available. Milder exacerbations can usually ... | [GINA Asthma WMS.pdf, p. 180] 9. Management of exacerbations (adults, adolescents, children 6–11 years) 179 Physical examination The physical examination should assess: • Vital signs, e.g., level of consciousness, pulse rate, cyanosis, temperature, blood pressure, respiratory rate, oxygen saturation • Symptoms and signs of exacerbation severity (Box 9-4, p.180) including respiratory rate, ability to complete sentences, air ent... | [WHO asthma.pdf, p. 26] clinical signs including heart rate, respiratory rate, work of breathing, ability to talk, mental state and measuring oxygen saturation and peak expiratory flow (PEF) (if possible). The global and national guidelines available differ slightly in their classification of asthma exacerbation severity, although the overall clinical pictures described are broadly consistent (Table 1) (22-25). 8 WHO con... | [GINA Asthma WMS.pdf, p. 181] 180 9. Management of exacerbations (adults, adolescents, children 6–11 years) Ipratropium For adults and children with moderate-severe exacerbations, treatment in the emergency department with both SABA and ipratropium, a short-acting anticholinergic, was associated with fewer hospitalizations (Evidence A for adults;804 Evidence B for adolescents/children805) and greater improvement in PEF and FEV..."
What is the immediate first-line pharmacological treatment for an acute asthma exacerbation in emergency care?,"First-line therapy consists of: (1) inhaled SABA (salbutamol 4–10 puffs via pMDI+spacer every 20 min for 1 hour), (2) controlled oxygen therapy targeting oxygen saturation of 93–95% (94–98% in children), and (3) early administration of systemic corticosteroids (oral prednisolone).","[GINA Asthma WMS.pdf, p. 179] 178 9. Management of exacerbations (adults, adolescents, children 6–11 years) Reviewing response Patients should see their doctor immediately or go to an acute care unit if their asthma continues to deteriorate despite following their written asthma action plan, or if their asthma suddenly worsens. Follow up after a self-managed exacerbation After a self-managed exacerbation, patients should see t... | [GINA Asthma WMS.pdf, p. 185] 184 9. Management of exacerbations (adults, adolescents, children 6–11 years) EMERGENCY DEPARTMENT MANAGEMENT OF EXACERBATIONS (ADULTS, ADOLESCENTS, CHILDREN 6–11 YEARS) Severe exacerbations of asthma are life-threatening medical emergencies, which are most safely managed in an acute care setting e.g., emergency department (Box 9-6, p.186). Management of asthma in the intensive care unit is beyond... | [GINA Asthma WMS.pdf, p. 186] controlled oxygen should be continued while blood gases are obtained. During an asthma exacerbation PaCO2 is often below normal (<40 mmHg). Fatigue and somnolence suggest that pCO2 may be increasing and airway intervention may be needed. PaO2<60 mmHg (8 kPa) and normal or increased PaCO2 (especially >45 mmHg, 6 kPa) indicate respiratory failure. Chest X-ray is not routinely recommended: In adults,... | [WHO asthma.pdf, p. 26] Inhaled bronchodilators and inhaled corticosteroids (ICS) are recommended for the long-term asthma management in the WHO package of essential noncommunicable (PEN) disease interventions for primary health care (11). During an acute episode, people with asthma need to change their usual treatment; for example, increasing their use of inhaled short-acting bronchodilators and taking a short course of... | [WHO asthma.pdf, p. 30] systemic effects (28). The antagonistic effect of ipratropium bromide on acetylcholine receptors in the airways has also been proposed to be particularly beneficial in viral infections, which cause acute asthma exacerbations by modifying these receptors (29). Inhaled ipratropium bromide is typically administered with an oxygen-driven nebulizer, but a metered-dose inhaler (MDI) with a mask and spac..."
What are the recommended dosage and duration guidelines for systemic corticosteroids in acute asthma exacerbations?,"In adults/adolescents: oral prednisolone 40–50 mg daily for 5–7 days. In children 6–11 years: prednisolone 1–2 mg/kg/day (max 40 mg) for 3–5 days. Oral route is preferred over IV as it is equally effective, faster to administer, and less invasive. Tapering is not required if duration is < 14 days.","[GINA Asthma WMS.pdf, p. 182] 9. Management of exacerbations (adults, adolescents, children 6–11 years) 181 Box 9-4. Management of asthma exacerbations in primary care (adults, adolescents, children 6–11 years) ED: emergency department; ICS: inhaled corticosteroid; MART: maintenance-and-reliever therapy with ICS-formoterol (see Box 4-8, p.90); OCS: oral corticosteroid; PEF: peak expiratory flow; pMDI: pressurized metered-dose ... | [GINA Asthma WMS.pdf, p. 187] 186 9. Management of exacerbations (adults, adolescents, children 6–11 years) Box 9-6. Management of asthma exacerbations in acute care facility (e.g., emergency department) FEV1: Forced expiratory volume in 1 second; IM: intramuscular; IV: intravenous; PEF: peak expiratory flow; PICU: pediatric intensive care unit; pMDI: pressurized metered-dose inhaler; PRAM: Pediatric Respiratory Assessment Mea... | [WHO asthma.pdf, p. 30] 4.1 Additional treatment to standard first-line therapy for paediatric asthma exacerbations 4.1.2 Inhaled or nebulized ipratropium bromide Background The inhaled anti-cholinergic, ipratropium bromide, is a quaternary ammonium derivative of atropine which reduces mucosal oedema and secretions and relieves cholinergic bronchomotor tone, resulting in bronchodilation. It is commonly used for the relie... | [WHO asthma.pdf, p. 31] Recommendations for the management of asthma in children and adolescents Recommendation 1a: Nebulized ipratropium bromide should be added to standard first-line therapy with inhaled SABA and systemic corticosteroids for severe paediatric asthma exacerbations in health facilities. Strong recommendation, low-certainty evidence. Recommendation 1b: Nebulized ipratropium bromide should be added for mod... | [GINA Asthma WMS.pdf, p. 188] oral administration is as effective as intravenous. The oral route is preferred because it is quicker, less invasive and less expensive.830,831 For children, a liquid formulation is preferred to tablets. OCS require at least 4 hours to produce a clinical improvement. Intravenous corticosteroids can be administered when patients are too dyspneic to swallow; if the patient is vomiting; or when patie..."
When is inhaled ipratropium bromide indicated as an add-on therapy during acute asthma exacerbations?,"Inhaled ipratropium bromide (short-acting muscarinic antagonist) is indicated for severe to life-threatening exacerbations in the emergency department, co-administered with SABA during the first 1–2 hours. It reduces hospitalization rates and improves lung function compared to SABA alone.","[GINA Asthma WMS.pdf, p. 186] 9. Management of exacerbations (adults, adolescents, children 6–11 years) 185 Arterial blood gas measurements are not routinely required:821 They should be considered for patients with PEF or FEV1 <50% predicted,822 or for those who do not respond to initial treatment or are deteriorating. Supplemental controlled oxygen should be continued while blood gases are obtained. During an asthma exacerbat... | [GINA Asthma WMS.pdf, p. 187] 186 9. Management of exacerbations (adults, adolescents, children 6–11 years) Box 9-6. Management of asthma exacerbations in acute care facility (e.g., emergency department) FEV1: Forced expiratory volume in 1 second; IM: intramuscular; IV: intravenous; PEF: peak expiratory flow; PICU: pediatric intensive care unit; pMDI: pressurized metered-dose inhaler; PRAM: Pediatric Respiratory Assessment Mea... | [WHO asthma.pdf, p. 30] ipratropium bromide Background The inhaled anti-cholinergic, ipratropium bromide, is a quaternary ammonium derivative of atropine which reduces mucosal oedema and secretions and relieves cholinergic bronchomotor tone, resulting in bronchodilation. It is commonly used for the relief of bronchoconstriction due to limited absorption from the airways and minimal systemic effects (28). The antagonistic... | [WHO asthma.pdf, p. 34] • In severe asthma, children should receive frequent doses of nebulized bronchodilators driven by oxygen, and, after improvement, treatment can be adjusted to MDI as tolerated (30). • There is an opportunity to tailor the intervention based on the severity of the exacerbation and the availability of equipment. • Once clinically stable and ready for discharge, patients and families must have a clea... | [WHO asthma.pdf, p. 35] ipratropium) and systemic corticosteroids in health care facilities. Strong recommendation, low-certainty evidence. Remarks • Current evidence does not support the use of inhaled magnesium sulfate, and IM magnesium sulfate has not been studied in acute asthma exacerbations. • Intravenous infusion of magnesium sulfate relaxes smooth muscle and may result in hypotension, a side-effect commonly seen ..."
What key elements must be included in a hospital discharge plan following an acute asthma exacerbation?,"Hospital discharge planning requires: (1) reviewing inhaler technique and adherence, (2) stepping up controller therapy to at least Step 3 or 4 MART or medium-dose ICS, (3) providing an updated written asthma action plan, (4) supplying a 5–7 day course of oral corticosteroids, and (5) arranging follow-up within 2–7 days.","[GINA Asthma WMS.pdf, p. 190] discharge from the emergency department In retrospective analyses, clinical status (including the ability to lie flat) and lung function 1 hour after commencement of treatment were more reliable predictors of the need for hospitalization than the patient’s status on arrival.857,858 Other factors associated with increased likelihood of need for admission include:859-861 • Female sex, older age, and... | [GINA Asthma WMS.pdf, p. 191] review: • The patient’s understanding of the cause of their asthma exacerbation • Modifiable risk factors for exacerbations (including, where relevant, smoking) (Box 3-5, p.61) • The patient’s understanding of the purposes and correct uses of medications, including ICS-containing maintenance treatment and anti-inflammatory reliever, if prescribed • The actions the patient needs to take to respond ... | [WHO asthma.pdf, p. 30] hospitalized with acute asthma, no evidence of benefit for length of hospital stay (mean difference (MD): −0.28 hours; 95% CI: −5.07 to 4.52) or response to therapy was found (32). However, in a systematic review assessing combination inhalation of ipratropium bromide and SABA for the initial treatment of acute asthma in 2497 children, the addition of ipratropium bromide to SABA reduced the risk o... | [WHO asthma.pdf, p. 76] 7. Monitoring and evaluation | [GINA Asthma WMS.pdf, p. 175] stepping up to higher dose formulation of ICS-LABA, if available. In adults, consider adding a separate ICS inhaler to quadruple ICS dose. For symptom relief with SABA, see below. D Reliever As-needed SABA For symptom relief, take 2 inhalations of SABA every 4–6 hours if needed. Seek medical care if >12 inhalations of SABA needed in a 24 hour period. - Severe exacerbations – all regimens All steps..."
What is the WHO recommendation on adding intravenous magnesium sulfate for children with severe acute asthma exacerbations?,"WHO recommends intravenous magnesium sulfate (single dose 40–50 mg/kg over 20 minutes) as an add-on therapy for children with severe acute asthma exacerbations who fail to respond to first-line treatment (SABA, oxygen, systemic corticosteroids) after 1 hour.","[WHO asthma.pdf, p. 12] Summary of recommendations Recommendations for the management of asthma in children and adolescents Additional treatment to standard first-line therapy for paediatric asthma exacerbations Recommendation 1a: Nebulized ipratropium bromide should be added to standard first-line therapy with inhaled short-acting beta2 agonists (SABA) and systemic corticosteroids for severe paediatric asthma exacerbati... | [WHO asthma.pdf, p. 34] ive frequent doses of nebulized bronchodilators driven by oxygen, and, after improvement, treatment can be adjusted to MDI as tolerated (30). • There is an opportunity to tailor the intervention based on the severity of the exacerbation and the availability of equipment. • Once clinically stable and ready for discharge, patients and families must have a clear understanding of the treatment to be c... | [WHO asthma.pdf, p. 35] evidence. Remarks • Current evidence does not support the use of inhaled magnesium sulfate, and IM magnesium sulfate has not been studied in acute asthma exacerbations. • Intravenous infusion of magnesium sulfate relaxes smooth muscle and may result in hypotension, a side-effect commonly seen with the use of IM magnesium sulfate in pregnant women. • It is advised that magnesium sulfate should be d... | [GINA Asthma WMS.pdf, p. 188] ive to high dose SABA Compared with SABA, similar efficacy and safety have been reported from emergency department studies with formoterol,813 and in one study with budesonide-formoterol,812 in adults, adolescents and children presenting with severe acute asthma. The latter study showed that high-dose budesonide-formoterol had a similar efficacy and safety profile as high dose SABA.812 In this stu... | [GINA Asthma WMS.pdf, p. 226] ing (children 5 years and younger) 225 For children with moderate or severe exacerbations or those with a poor response to SABA in the initial hour, inhaled ipratropium bromide 4 puffs of 20 mcg/actuation (or 250 mcg by nebulizer) should be given along with SABA for up to 3 times, 20–30 minutes apart (Box 12-4, p.220).926 Magnesium sulfate Intravenous MgSO4 in a single dose of 40–50 mg/kg (maximum..."
What does WHO recommend regarding the use of intravenous aminophylline or theophylline in paediatric asthma exacerbations?,"WHO recommends AGAINST the routine use of intravenous aminophylline or theophylline for paediatric acute asthma exacerbations, because it does not provide additional clinical benefit over SABA and systemic steroids while carrying a high risk of severe toxicity (arrhythmias, vomiting, seizures).","[WHO asthma.pdf, p. 12] Summary of recommendations Recommendations for the management of asthma in children and adolescents Additional treatment to standard first-line therapy for paediatric asthma exacerbations Recommendation 1a: Nebulized ipratropium bromide should be added to standard first-line therapy with inhaled short-acting beta2 agonists (SABA) and systemic corticosteroids for severe paediatric asthma exacerbati... | [WHO asthma.pdf, p. 38] IV aminophylline should not be used as second-line therapy for severe paediatric asthma exacerbations in health care facilities if alternative second-line options are available. Conditional recommendation, low-certainty evidence. Remarks • The restricted use of aminophylline should be accompanied by the availability of appropriate inhaled SABA and systemic corticosteroids for the management of acu... | [WHO asthma.pdf, p. 39] high certainty of evidence that the IV aminophylline group had a moderate increase in undesirable adverse effects in the form of nausea and vomiting. The GDG recognized that there are settings in which aminophylline is the only available option and that there may still be a place for aminophylline as a second-line agent when appropriately monitored. Summary of evidence The evidence reviewed includ... | [GINA Asthma WMS.pdf, p. 188] 9. Management of exacerbations (adults, adolescents, children 6–11 years) 187 Combination ICS-formoterol as an alternative to high dose SABA Compared with SABA, similar efficacy and safety have been reported from emergency department studies with formoterol,813 and in one study with budesonide-formoterol,812 in adults, adolescents and children presenting with severe acute asthma. The latter study ... | [WHO asthma.pdf, p. 40] serum aminophylline/theophylline concentrations should be considered in those already receiving oral therapy and on prolonged treatment (23). 22 WHO consolidated guidelines for the management of common childhood illness: management of asthma in children and adolescents and bronchiolitis in infants and young children Introduction and context Process and methods Management of asthma in children and ..."
What is the WHO guidance on using continuous versus intermittent inhaled salbutamol for paediatric severe asthma?,WHO recommends intermittent inhaled salbutamol (via pMDI+spacer or nebulizer every 20–30 minutes) for initial management of paediatric severe asthma. Continuous nebulized salbutamol may be used in intensive care settings for severe refractory bronchospasm under close monitoring.,"[WHO asthma.pdf, p. 12] Summary of recommendations Recommendations for the management of asthma in children and adolescents Additional treatment to standard first-line therapy for paediatric asthma exacerbations Recommendation 1a: Nebulized ipratropium bromide should be added to standard first-line therapy with inhaled short-acting beta2 agonists (SABA) and systemic corticosteroids for severe paediatric asthma exacerbati... | [WHO asthma.pdf, p. 30] 4.1 Additional treatment to standard first-line therapy for paediatric asthma exacerbations 4.1.2 Inhaled or nebulized ipratropium bromide Background The inhaled anti-cholinergic, ipratropium bromide, is a quaternary ammonium derivative of atropine which reduces mucosal oedema and secretions and relieves cholinergic bronchomotor tone, resulting in bronchodilation. It is commonly used for the relie... | [WHO asthma.pdf, p. 31] Recommendations for the management of asthma in children and adolescents Recommendation 1a: Nebulized ipratropium bromide should be added to standard first-line therapy with inhaled SABA and systemic corticosteroids for severe paediatric asthma exacerbations in health facilities. Strong recommendation, low-certainty evidence. Recommendation 1b: Nebulized ipratropium bromide should be added for mod... | [GINA Asthma WMS.pdf, p. 225] pMDI with spacer, or by an air-driven nebulizer; or, if oxygen saturation is low, by an oxygen-driven nebulizer (as described above). For most children, pMDI plus spacer is favored as it is more efficient than a nebulizer for bronchodilator delivery (Evidence A),926 is more comfortable for the child, and is associated with fewer adverse effects;799 in addition, nebulizers can spread infectious par... | [WHO asthma.pdf, p. 32] Due to the potentially life-threatening nature of acute asthma exacerbations, early intervention is imperative to treatment success. Therefore, given the moderate desirable effects, the small increase in non-severe adverse events, and values, acceptability, equity and feasibility which all favour the use of ipratropium bromide, the GDG made a strong recommendation in favour of the use of ipratropi..."
How does WHO guide the choice between nasal bubble CPAP and high-flow nasal oxygen (HFNO) in paediatric respiratory distress?,WHO recommends nasal bubble CPAP over standard low-flow oxygen in severe respiratory distress/failure (such as severe bronchiolitis or respiratory muscle exhaustion). Humidified high-flow nasal cannula (HFNC) is recommended as an alternative non-invasive support when CPAP is unavailable.,"[WHO asthma.pdf, p. 14] Recommendation 6: Combination inhaler (steroid plus fast-onset long-acting beta2 agonist (LABA)) MART should be considered for children with persistent asthma symptoms requiring regular inhaled corticosteroid (ICS) treatment. Conditional recommendation, moderate-certainty evidence. Remarks • Although evidence was considered for children aged 4–11 years, current formulations are licensed for childr... | [WHO asthma.pdf, p. 68] nasal bubble CPAP No recommendation: WHO makes no recommendation on the use of nasal bubble CPAP to administer oxygen rather than standard flow oxygen (SFO) through nasal prongs/face mask/headbox for better clinical outcomes. 6.4.1 Justification The GDG observed that the available evidence was based on a single small study, in which the criteria of the outcomes used had varied definitions that may... | [WHO asthma.pdf, p. 69] humidified high-flow nasal cannula (HHFNC) as second-line oxygen escalation therapy for infants and children with acute bronchiolitis where low-flow oxygen therapy is insufficient. 6.5 Humidified high-flow oxygen versus standard low-flow oxygen therapy 6.5.1 Background Oxygen therapy supplementation is a commonly prescribed intervention when caring for hypoxic or severely ill patients. It often ta... | [WHO asthma.pdf, p. 70] evidence of benefit for the resolution of symptoms/signs such as respiratory rate, heart rate and oxygen saturation, which the GDG considered to be critical outcomes. The GDG also considered the reduction of 0.85 of a day of length of stay in ICU as a clinically important outcome in a situation of a peak RSV epidemic, when there are often too many infants that need hospitalization, as this may sav... | [GINA Asthma WMS.pdf, p. 226] 12. Acute asthma and wheezing (children 5 years and younger) 225 For children with moderate or severe exacerbations or those with a poor response to SABA in the initial hour, inhaled ipratropium bromide 4 puffs of 20 mcg/actuation (or 250 mcg by nebulizer) should be given along with SABA for up to 3 times, 20–30 minutes apart (Box 12-4, p.220).926 Magnesium sulfate Intravenous MgSO4 in a single do..."
